index,sequence,robotz,exposure,blur
0282,1,1020,145,173
0282,2,1215,145,181
0282,3,1412,145,199
0283,0,833,145,222
0283,1,1015,145,194
0283,2,1211,145,183
0283,3,1424,145,224
0283,4,1619,145,209
0284,0,806,145,219
0284,1,1034,145,208
0284,2,1223,145,179
0284,3,1409,145,183
0284,4,1617,145,233
0285,0,826,145,186
0285,1,1009,145,195
0285,2,1208,145,212
0285,3,1406,145,176
0286,0,835,145,233
0286,1,1017,145,204
0286,2,1236,145,203
0286,3,1409,145,226
0287,0,831,145,195
0287,1,1052,145,153
0287,2,1210,145,244
0287,3,1421,145,276
0288,0,828,145,230
0288,1,1011,145,195
0288,2,1209,145,187
0288,3,1405,145,231
0289,0,815,145,172
0289,1,1001,145,182
0289,2,1202,145,285
0289,3,1416,145,130
0289,4,1608,145,339
0290,0,872,150,183
0290,1,1006,150,157
0290,2,1206,150,125
0290,3,1416,150,158
0290,4,1605,150,210
0291,0,809,150,206
0291,1,1036,150,179
0291,2,1224,150,205
0291,3,1402,150,383
0292,0,894,150,186
0292,1,1025,150,167
0292,2,1217,150,160
0292,3,1406,150,221
0293,0,848,150,239
0293,1,1027,150,233
0293,2,1219,150,312
0293,3,1416,150,231
0294,0,814,150,218
0294,1,1040,150,201
0294,2,1227,150,217
0294,3,1448,150,222
0294,4,1610,150,361
0295,0,848,150,259
0295,1,1027,150,247
0295,2,1219,150,300
0295,3,1402,150,287
0295,4,1603,150,274
0296,0,822,150,253
0296,1,1006,150,206
0296,2,1206,150,347
0296,3,1416,150,358
0297,0,834,150,273
0297,1,1016,150,304
0297,2,1212,150,340
0297,3,1411,150,314
0298,0,848,150,195
0298,1,1027,150,199
0298,2,1219,150,235
0298,3,1421,150,226
0299,0,803,150,244
0299,1,1032,150,240
0299,2,1222,150,304
0299,3,1406,150,243
0300,0,845,155,242
0300,1,1024,155,322
0300,2,1217,155,329
0300,3,1411,155,282
0301,0,818,155,209
0301,1,1003,155,160
0301,2,1204,155,140
0301,3,1401,155,222
0302,0,832,155,235
0302,1,1014,155,234
0302,2,1211,155,176
0302,3,1424,155,225
0302,4,1612,155,216
0303,0,820,155,230
0303,1,1005,155,209
0303,2,1205,155,261
0303,3,1410,155,216
0304,0,840,155,270
0304,1,1021,155,210
0304,2,1215,155,232
0304,3,1422,155,266
0305,0,844,155,230
0305,1,1024,155,225
0305,2,1217,155,332
0305,3,1401,155,296
0306,0,830,155,227
0306,1,1013,155,286
0306,2,1210,155,312
0307,0,829,155,262
0307,1,1012,155,216
0307,2,1209,155,243
0307,3,1441,155,266
0308,0,831,155,259
0308,1,1014,155,225
0308,2,1210,155,180
0308,3,1401,155,206
0309,0,839,155,236
0309,1,1020,155,244
0309,2,1214,155,274
0309,3,1402,155,734
0310,0,806,160,235
0310,1,1034,160,204
0310,2,1223,160,296
0310,3,1416,160,265
0311,0,836,160,250
0311,1,1018,160,233
0311,2,1213,160,255
0311,3,1424,160,312
0312,0,802,160,217
0312,1,1031,160,187
0312,2,1221,160,178
0312,3,1409,160,129
0312,4,1622,160,267
0313,0,834,160,197
0313,1,1016,160,231
0313,2,1212,160,200
0313,3,1421,160,262
0314,0,830,160,252
0314,1,1052,160,231
0314,2,1210,160,286
0314,3,1421,160,442
0315,0,812,160,233
0315,1,1038,160,198
0315,2,1226,160,278
0315,3,1416,160,380
0315,4,1606,160,167
0316,0,841,160,204
0316,1,1022,160,186
0316,2,1215,160,243
0316,3,1402,160,263
0316,4,1639,160,290
0317,0,831,160,249
0317,1,1014,160,223
0317,2,1211,160,277
0317,3,1424,160,305
0317,4,1619,160,179
0318,0,830,160,234
0318,1,1012,160,241
0318,2,1210,160,192
0318,3,1401,160,220
0319,0,807,160,208
0319,1,1035,160,187
0319,2,1224,160,196
0319,3,1409,160,211
0319,4,1601,160,262
0320,0,827,165,248
0320,1,1010,165,248
0320,2,1208,165,210
0320,3,1424,165,198
0321,0,819,165,235
0321,1,1004,165,256
0321,2,1204,165,199
0321,3,1415,165,166
0322,0,826,165,264
0322,1,1009,165,253
0322,2,1208,165,268
0322,3,1406,165,325
0323,0,807,165,234
0323,1,1035,165,216
0323,2,1224,165,250
0323,3,1416,165,281
0324,0,846,165,271
0324,1,1025,165,218
0324,2,1218,165,269
0324,3,1402,165,263
0324,4,1628,165,167
0325,0,810,165,271
0325,1,1037,165,255
0325,2,1225,165,204
0325,3,1409,165,224
0326,0,832,165,257
0326,1,1014,165,210
0326,2,1211,165,198
0326,3,1424,165,179
0327,0,816,165,257
0327,1,1001,165,217
0327,2,1203,165,182
0327,3,1416,165,216
0328,0,850,165,234
0328,1,1028,165,252
0328,2,1220,165,299
0328,3,1409,165,152
0329,0,834,165,273
0329,1,1016,165,194
0329,2,1236,165,250
0329,3,1405,165,242
0330,0,813,170,226
0330,1,1039,170,222
0330,2,1201,170,241
0330,3,1413,170,193
0331,0,822,170,228
0331,1,1006,170,239
0331,2,1206,170,191
0331,3,1415,170,357
0332,0,820,170,251
0332,1,1005,170,188
0332,2,1229,170,231
0332,3,1404,170,234
0333,0,801,170,242
0333,1,1030,170,190
0333,2,1220,170,253
0333,3,1413,170,659
0334,0,836,170,232
0334,1,1017,170,280
0334,2,1213,170,314
0335,0,826,170,310
0335,1,1010,170,253
0335,2,1208,170,174
0335,3,1421,170,254
0336,0,825,170,227
0336,1,1009,170,261
0336,2,1208,170,234
0336,3,1414,170,234
0337,0,841,170,237
0337,1,1021,170,252
0337,2,1239,170,319
0337,3,1411,170,284
0338,0,827,170,229
0338,1,1011,170,205
0338,2,1233,170,177
0338,3,1420,170,269
0339,0,814,170,245
0339,1,1040,170,291
0339,2,1202,170,292
0339,3,1416,170,162
0339,4,1605,170,200
0340,0,850,175,229
0340,1,1029,175,214
0340,2,1220,175,412
0340,3,1412,175,202
0341,0,801,175,223
0341,1,1030,175,241
0341,2,1221,175,260
0341,3,1411,175,225
0342,0,812,175,241
0342,1,1039,175,226
0342,2,1201,175,276
0342,3,1421,175,248
0343,0,814,175,207
0343,1,1040,175,227
0343,2,1202,175,293
0343,3,1416,175,628
0343,4,1610,175,264
0344,0,833,175,230
0344,1,1015,175,217
0344,2,1211,175,174
0344,3,1424,175,168
0345,0,841,175,217
0345,1,1022,175,276
0345,2,1215,175,283
0345,3,1402,175,208
0346,0,807,175,239
0346,1,1034,175,221
0346,2,1223,175,261
0346,3,1404,175,199
0347,0,838,175,227
0347,1,1019,175,237
0347,2,1214,175,304
0347,3,1402,175,426
0348,0,810,175,210
0348,1,1075,175,426
0348,2,1225,175,345
0348,3,1409,175,239
0349,0,829,175,245
0349,1,1012,175,232
0349,2,1222,175,214
0349,3,1409,175,230
0350,0,848,180,200
0350,1,1027,180,246
0350,2,1219,180,260
0350,3,1435,180,204
0351,0,827,180,203
0351,1,1011,180,202
0351,2,1209,180,257
0351,3,1424,180,165
0351,4,1635,180,200
0352,0,822,180,166
0352,1,1006,180,190
0352,2,1206,180,241
0352,3,1432,180,450
0353,0,813,180,173
0353,1,1039,180,208
0353,2,1201,180,610
0353,3,1448,180,309
0354,0,801,180,152
0354,1,1030,180,809
0354,2,1286,180,301
0354,3,1418,180,204
0355,0,840,180,188
0355,1,1059,180,184
0355,2,1215,180,151
0355,3,1402,180,206
0356,0,840,180,240
0356,1,1021,180,233
0356,2,1215,180,235
0356,3,1402,180,216
0357,0,828,180,213
0357,1,1011,180,170
0357,2,1209,180,175
0357,3,1424,180,192
0358,0,845,180,235
0358,1,1025,180,180
0358,2,1217,180,282
0358,3,1402,180,237
0358,4,1610,180,201
0359,0,806,180,183
0359,1,1034,180,158
0359,2,1223,180,222
0359,3,1440,180,269
0359,4,1601,180,146
0360,0,849,185,247
0360,1,1027,185,252
0360,2,1219,185,245
0360,3,1412,185,249
0361,0,819,185,257
0361,1,1004,185,216
0361,2,1229,185,322
0361,3,1435,185,243
0362,0,843,185,229
0362,1,1023,185,203
0362,2,1216,185,205
0362,3,1402,185,184
0362,4,1628,185,220
0363,0,849,185,196
0363,1,1028,185,180
0363,2,1219,185,147
0363,3,1405,185,221
0364,0,821,185,203
0364,1,1005,185,288
0364,2,1230,185,335
0364,3,1439,185,191
0365,0,828,185,230
0365,1,1011,185,215
0365,2,1209,185,166
0365,3,1424,185,161
0365,4,1619,185,153
0366,0,810,185,206
0366,1,1037,185,249
0366,2,1225,185,262
0366,3,1440,185,257
0366,4,1609,185,245
0367,0,839,185,185
0367,1,1020,185,214
0367,2,1215,185,223
0367,3,1410,185,274
0368,0,807,185,240
0368,1,1035,185,206
0368,2,1223,185,243
0368,3,1416,185,278
0369,0,831,185,215
0369,1,1014,185,310
0369,2,1234,185,451
0369,3,1445,185,255
0370,0,809,190,229
0370,1,1036,190,238
0370,2,1224,190,212
0370,3,1409,190,195
0371,0,817,190,212
0371,1,1002,190,187
0371,2,1203,190,140
0371,3,1416,190,262
0371,4,1616,190,212
0372,0,846,190,222
0372,1,1026,190,218
0372,2,1241,190,160
0372,3,1403,190,1111
0373,0,835,190,252
0373,1,1017,190,207
0373,2,1213,190,174
0373,3,1424,190,359
0373,4,1635,190,214
0374,0,851,190,222
0374,1,1067,190,173
0374,2,1220,190,244
0374,3,1421,190,316
0375,0,838,190,183
0375,1,1058,190,195
0375,2,1237,190,218
0375,3,1402,190,331
0376,0,842,190,223
0376,1,1022,190,372
0376,2,1216,190,314
0376,3,1402,190,170
0376,4,1601,190,225
0377,0,833,190,204
0377,1,1015,190,193
0377,2,1211,190,168
0377,3,1422,190,229
0378,0,808,190,216
0378,1,1035,190,222
0378,2,1224,190,217
0378,3,1409,190,165
0378,4,1616,190,260
0379,0,824,190,184
0379,1,1008,190,225
0379,2,1207,190,379
0379,3,1424,190,248
0380,0,874,195,205
0380,1,1008,195,208
0380,2,1207,195,228
0380,3,1412,195,232
0381,0,845,195,207
0381,1,1025,195,245
0381,2,1217,195,231
0381,3,1402,195,225
0381,4,1628,195,243
0382,0,827,195,163
0382,1,1010,195,156
0382,2,1208,195,140
0382,3,1423,195,232
0383,0,837,195,231
0383,1,1018,195,207
0383,2,1213,195,227
0383,3,1402,195,196
0384,0,871,195,252
0384,1,1006,195,223
0384,2,1205,195,225
0384,3,1426,195,224
0385,0,848,195,206
0385,1,1027,195,212
0385,2,1219,195,273
0385,3,1402,195,260
0385,4,1613,195,240
0386,0,851,195,205
0386,1,1030,195,191
0386,2,1220,195,252
0386,3,1409,195,213
0387,0,826,195,215
0387,1,1049,195,276
0387,2,1232,195,302
0388,0,865,195,248
0388,1,1040,195,251
0388,2,1202,195,292
0388,3,1413,195,275
0389,0,845,195,215
0389,1,1063,195,182
0389,2,1217,195,220
0389,3,1431,195,434
0389,4,1628,195,378
0390,0,884,200,206
0390,1,1016,200,183
0390,2,1224,200,259
0390,3,1419,200,224
0391,0,828,200,199
0391,1,1011,200,260
0391,2,1209,200,467
0391,3,1424,200,247
0391,4,1609,200,226
0392,0,832,200,169
0392,1,1014,200,150
0392,2,1211,200,494
0392,3,1408,200,166
0393,0,845,200,183
0393,1,1025,200,171
0393,2,1217,200,193
0393,3,1408,200,236
0394,0,864,200,196
0394,1,1040,200,270
0394,2,1226,200,294
0395,0,805,200,222
0395,1,1033,200,261
0395,2,1223,200,232
0395,3,1412,200,212
0396,0,844,200,204
0396,1,1024,200,224
0396,2,1217,200,218
0396,3,1408,200,216
0397,0,849,200,175
0397,1,1028,200,228
0397,2,1219,200,185
0397,3,1409,200,1494
0397,4,1658,200,149
0398,0,849,200,226
0398,1,1028,200,208
0398,2,1219,200,201
0398,3,1407,200,191
0399,0,870,200,215
0399,1,1005,200,236
0399,2,1230,200,247
0399,3,1416,200,162
0399,4,1629,200,218
0400,0,873,205,183
0400,1,1047,205,167
0400,2,1206,205,1637
0400,3,1416,205,153
0400,4,1610,205,222
0401,0,842,205,223
0401,1,1022,205,300
0401,2,1216,205,521
0401,3,1430,205,259
0402,0,851,205,195
0402,1,1029,205,197
0402,2,1220,205,216
0402,3,1419,205,486
0403,0,819,205,201
0403,1,1004,205,163
0403,2,1204,205,247
0403,3,1416,205,235
0403,4,1610,205,194
0404,0,827,205,189
0404,1,1010,205,211
0404,2,1208,205,250
0405,0,840,205,207
0405,1,1060,205,189
0405,2,1215,205,164
0405,3,1431,205,170
0406,0,894,205,232
0406,1,1025,205,215
0406,2,1218,205,220
0406,3,1402,205,188
0406,4,1609,205,229
0407,0,825,205,227
0407,1,1048,205,273
0407,2,1207,205,293
0407,3,1424,205,135
0407,4,1619,205,231
0408,0,849,205,206
0408,1,1028,205,196
0408,2,1219,205,199
0408,3,1431,205,300
0409,0,848,205,216
0409,1,1027,205,278
0409,2,1219,205,216
0409,3,1402,205,130
0410,0,833,210,243
0410,1,1015,210,318
0410,2,1211,210,360
0410,3,1424,210,232
0410,4,1619,210,428
0411,0,839,210,226
0411,1,1020,210,320
0411,2,1214,210,295
0411,3,1402,210,203
0411,4,1617,210,232
0412,0,845,210,205
0412,1,1024,210,292
0412,2,1217,210,890
0412,3,1402,210,128
0412,4,1628,210,180
0413,0,850,210,223
0413,1,1028,210,255
0413,2,1242,210,224
0413,3,1438,210,216
0414,0,866,210,192
0414,1,1002,210,297
0414,2,1228,210,402
0414,3,1416,210,227
0414,4,1645,210,242
0415,0,850,210,183
0415,1,1029,210,240
0415,2,1220,210,321
0415,3,1427,210,305
0416,0,822,210,178
0416,1,1006,210,183
0416,2,1230,210,255
0416,3,1416,210,369
0416,4,1610,210,728
0417,0,868,210,205
0417,1,1003,210,255
0417,2,1204,210,268
0418,0,807,210,209
0418,1,1035,210,391
0418,2,1223,210,343
0418,3,1432,210,194
0419,0,818,210,240
0419,1,1003,210,241
0419,2,1204,210,588
0420,0,960,215,241
0420,1,1003,215,239
0420,2,1204,215,272
0421,0,809,215,217
0421,1,1036,215,319
0421,2,1224,215,457
0421,3,1427,215,159
0422,0,810,215,217
0422,1,1037,215,273
0422,2,1247,215,277
0422,3,1409,215,242
0422,4,1604,215,204
0423,0,820,215,225
0423,1,1004,215,293
0423,2,1205,215,239
0423,3,1416,215,210
0424,0,842,215,195
0424,1,1022,215,269
0424,2,1216,215,491
0424,3,1402,215,260
0424,4,1610,215,220
0425,0,808,215,181
0425,1,1036,215,346
0425,2,1224,215,514
0425,3,1406,215,254
0426,0,803,215,236
0426,1,1031,215,208
0426,2,1221,215,241
0426,3,1424,215,313
0427,0,801,215,201
0427,1,1030,215,162
0427,2,1221,215,250
0427,3,1409,215,219
0427,4,1601,215,193
0428,0,867,215,230
0428,1,1002,215,310
0428,2,1228,215,427
0428,3,1416,215,213
0428,4,1610,215,240
0429,0,814,215,204
0429,1,1040,215,303
0429,2,1202,215,471
0429,3,1416,215,468
0429,4,1628,215,302
0430,0,848,220,208
0430,1,1027,220,268
0430,2,1242,220,284
0431,0,824,220,203
0431,1,1008,220,357
0431,2,1207,220,578
0431,3,1401,220,275
0432,0,850,220,192
0432,1,1028,220,227
0432,2,1242,220,478
0432,3,1402,220,334
0433,0,854,220,208
0433,1,1031,220,517
0433,2,1244,220,344
0433,3,1409,220,566
0433,4,1601,220,448
0434,0,841,220,170
0434,1,1021,220,209
0434,2,1239,220,387
0434,3,1430,220,546
0435,0,847,220,194
0435,1,1026,220,186
0435,2,1241,220,229
0435,3,1418,220,227
0436,0,851,220,191
0436,1,1030,220,239
0436,2,1220,220,278
0437,0,812,220,240
0437,1,1076,220,209
0437,2,1201,220,360
0437,3,1423,220,216
0438,0,843,220,200
0438,1,1023,220,199
0438,2,1216,220,215
0438,3,1431,220,155
0438,4,1627,220,297
0439,0,894,220,184
0439,1,1063,220,198
0439,2,1217,220,199
0439,3,1425,220,222
0440,0,809,225,215
0440,1,1074,225,214
0440,2,1224,225,299
0440,3,1419,225,505
0441,0,839,225,164
0441,1,1020,225,289
0441,2,1214,225,494
0441,3,1402,225,3652
0442,0,841,225,217
0442,1,1021,225,228
0442,2,1215,225,305
0442,3,1421,225,279
0443,0,834,225,185
0443,1,1016,225,263
0443,2,1212,225,232
0443,3,1424,225,454
0443,4,1619,225,267
0444,0,842,225,213
0444,1,1022,225,221
0444,2,1216,225,218
0444,3,1403,225,229
0445,0,850,225,234
0445,1,1028,225,379
0445,2,1242,225,276
0445,3,1416,225,332
0446,0,816,225,220
0446,1,1002,225,226
0446,2,1203,225,306
0446,3,1448,225,546
0446,4,1610,225,633
0447,0,809,225,214
0447,1,1036,225,272
0447,2,1224,225,378
0447,3,1406,225,280
0448,0,827,225,201
0448,1,1010,225,227
0448,2,1208,225,363
0448,3,1457,225,805
0448,4,1608,225,492
0449,0,867,225,208
0449,1,1042,225,255
0449,2,1203,225,610
0449,3,1416,225,379
0450,0,867,230,216
0450,1,1002,230,242
0450,2,1203,230,283
0450,3,1422,230,261
0451,0,835,230,212
0451,1,1017,230,234
0451,2,1212,230,233
0451,3,1457,230,396
0451,4,1619,230,569
0452,0,814,230,191
0452,1,1078,230,397
0452,2,1202,230,346
0452,3,1409,230,420
0453,0,811,230,238
0453,1,1038,230,238
0453,2,1225,230,208
0453,3,1403,230,304
0454,0,874,230,293
0454,1,1048,230,735
0454,2,1207,230,375
0454,3,1423,230,205
0455,0,808,230,197
0455,1,1036,230,241
0455,2,1224,230,604
0455,3,1409,230,450
0455,4,1623,230,206
0456,0,812,230,218
0456,1,1039,230,247
0456,2,1201,230,259
0456,3,1401,230,276
0457,0,833,230,232
0457,1,1054,230,219
0457,2,1211,230,196
0457,3,1423,230,148
0458,0,891,230,219
0458,1,1022,230,281
0458,2,1239,230,903
0458,3,1402,230,245
0458,4,1607,230,196
0459,0,839,230,186
0459,1,1020,230,275
0459,2,1214,230,600
0459,3,1402,230,874
0459,4,1609,230,1137
0460,0,836,235,194
0460,1,1018,235,406
0460,2,1213,235,326
0460,3,1422,235,252
0461,0,808,235,181
0461,1,1036,235,292
0461,2,1246,235,165
0461,3,1409,235,175
0462,0,819,235,198
0462,1,1044,235,208
0462,2,1204,235,242
0462,3,1416,235,692
0462,4,1643,235,331
0463,0,830,235,195
0463,1,1013,235,246
0463,2,1210,235,426
0463,3,1424,235,421
0464,0,836,235,237
0464,1,1018,235,235
0464,2,1237,235,186
0464,3,1422,235,286
0465,0,801,235,204
0465,1,1069,235,342
0465,2,1244,235,237
0465,3,1411,235,360
0466,0,841,235,209
0466,1,1021,235,348
0466,2,1215,235,305
0466,3,1402,235,151
0466,4,1628,235,1150
0467,0,880,235,227
0467,1,1013,235,431
0467,2,1210,235,411
0467,3,1419,235,234
0468,0,836,235,223
0468,1,1017,235,231
0468,2,1236,235,284
0468,3,1422,235,289
0469,0,850,235,253
0469,1,1029,235,218
0469,2,1220,235,237
0469,3,1405,235,200
0470,0,842,240,261
0470,1,1022,240,336
0470,2,1239,240,411
0470,3,1402,240,1161
0471,0,897,240,245
0471,1,1027,240,267
0471,2,1219,240,255
0471,3,1430,240,262
0472,0,861,240,243
0472,1,1038,240,218
0472,2,1225,240,376
0472,3,1403,240,220
0473,0,822,240,195
0473,1,1006,240,191
0473,2,1206,240,195
0473,3,1408,240,189
0474,0,820,240,209
0474,1,1005,240,169
0474,2,1205,240,350
0474,3,1412,240,121
0475,0,839,240,181
0475,1,1020,240,374
0475,2,1238,240,653
0475,3,1431,240,953
0476,0,840,240,191
0476,1,1021,240,218
0476,2,1215,240,258
0476,3,1413,240,224
0477,0,830,240,183
0477,1,1052,240,248
0477,2,1234,240,271
0478,0,810,240,219
0478,1,1075,240,202
0478,2,1225,240,244
0478,3,1404,240,247
0479,0,837,240,206
0479,1,1018,240,259
0479,2,1213,240,246
0479,3,1402,240,212
0479,4,1660,240,138
0480,0,895,245,226
0480,1,1026,245,387
0480,2,1218,245,256
0480,3,1436,245,207
0481,0,871,245,179
0481,1,1006,245,187
0481,2,1205,245,278
0481,3,1445,245,698
0482,0,823,245,238
0482,1,1007,245,293
0482,2,1206,245,261
0482,3,1429,245,273
0483,0,817,245,223
0483,1,1002,245,448
0483,2,1228,245,939
0483,3,1416,245,2402
0483,4,1610,245,4208
0484,0,818,245,221
0484,1,1003,245,277
0484,2,1204,245,270
0484,3,1408,245,540
0485,0,829,245,189
0485,1,1012,245,254
0485,2,1209,245,292
0486,0,810,245,199
0486,1,1075,245,434
0486,2,1247,245,546
0486,3,1404,245,213
0487,0,887,245,219
0487,1,1019,245,199
0487,2,1214,245,278
0487,3,1406,245,874
0488,0,832,245,226
0488,1,1014,245,178
0488,2,1211,245,202
0488,3,1429,245,228
0489,0,864,245,193
0489,1,1040,245,241
0489,2,1202,245,228
0489,3,1425,245,200
0490,0,811,250,198
0490,1,1075,250,256
0490,2,1225,250,279
0491,0,819,250,214
0491,1,1004,250,284
0491,2,1204,250,345
0491,3,1412,250,287
0492,0,817,250,215
0492,1,1002,250,381
0492,2,1204,250,385
0492,3,1416,250,477
0492,4,1610,250,251
0493,0,824,250,195
0493,1,1008,250,215
0493,2,1207,250,214
0493,3,1423,250,212
0494,0,818,250,176
0494,1,1003,250,190
0494,2,1228,250,217
0494,3,1404,250,218
0495,0,804,250,200
0495,1,1033,250,327
0495,2,1222,250,1209
0495,3,1409,250,165
0495,4,1617,250,282
0496,0,824,250,203
0496,1,1008,250,289
0496,2,1207,250,291
0496,3,1416,250,187
0496,4,1613,250,206
0497,0,892,250,272
0497,1,1023,250,287
0497,2,1217,250,296
0497,3,1401,250,252
0498,0,833,250,264
0498,1,1015,250,466
0498,2,1211,250,564
0498,3,1424,250,215
0498,4,1652,250,195
0499,0,821,250,215
0499,1,1005,250,267
0499,2,1205,250,307
