index,exposure,result
984,196,85.7609
985,197,86.5677
986,197,86.8343
987,197,84.5439
988,197,85.2161
989,197,85.3428
98,19,3.13281
990,198,85.3732
991,198,88.3271
992,198,86.4427
993,198,86.2173
994,198,86.5522
995,199,87.1772
996,199,86.9804
997,199,86.4304
998,199,87.3058
999,199,86.8724
99,19,3.16
9,1,0.207687
