sequence,index,robotz,exposure,result
240,11,1135,49,1974
240,12,1146,49,2060
240,13,1155,49,2111
240,14,1161,49,2214
240,15,1165,49,2209
240,16,1167,49,2200
240,17,1167,49,2209
240,18,1167,49,2255
240,19,1167,49,2319
241,0,841,49,1693
241,1,916,49,1722
241,2,949,49,1791
241,3,981,49,1891
241,4,1010,49,2064
241,5,1036,49,2320
241,6,1060,49,2578
241,7,1082,49,2706
241,8,1101,49,2787
241,9,1118,49,2978
241,10,1132,49,3171
241,11,1144,49,3259
241,12,1153,49,3455
241,13,1160,49,3502
241,14,1165,49,3562
241,15,1167,49,3586
241,16,1167,49,3529
241,17,1167,49,3578
241,18,1167,49,3469
241,19,1167,49,3424
242,0,876,49,2047
242,1,912,49,2372
242,2,945,49,2616
242,3,977,49,2728
242,4,1006,49,2867
242,5,1032,49,2898
242,6,1057,49,2899
242,7,1078,49,2894
242,8,1098,49,2984
242,9,1115,49,3091
242,10,1129,49,3186
242,11,1142,49,3236
242,12,1152,49,3282
242,13,1159,49,3357
242,14,1164,49,3348
242,15,1167,49,3346
242,16,1167,49,3315
242,17,1167,49,3332
242,18,1167,49,3297
242,19,1167,49,3203
243,0,816,49,545
243,1,853,49,507
243,2,889,49,499
243,3,922,49,524
243,4,954,49,581
243,5,983,49,715
243,6,1010,49,970
243,7,1035,49,1204
243,8,1058,49,1356
243,9,1079,49,1482
243,10,1097,49,1604
243,11,1114,49,1680
243,12,1128,49,1732
243,13,1140,49,1809
243,14,1150,49,1846
243,15,1157,49,1900
243,16,1166,49,2002
243,17,1167,49,2034
243,18,1167,49,2009
243,19,1167,49,2066
244,0,838,49,1745
244,1,877,49,1743
244,2,913,49,1731
244,3,947,49,1665
244,4,979,49,1704
244,5,1008,49,1740
244,6,1035,49,1767
244,7,1059,49,1844
244,8,1081,49,1936
244,9,1100,49,1997
244,10,1117,49,2039
244,11,1131,49,2003
244,12,1153,49,2021
244,13,1160,49,2014
244,14,1164,49,2086
244,15,1167,49,2126
244,16,1167,49,2134
244,17,1167,49,2129
244,18,1167,49,2074
244,19,1167,49,2015
245,0,810,50,636
245,1,848,50,609
245,2,885,50,637
245,3,919,50,659
245,4,951,50,635
245,5,981,50,684
245,6,1009,50,825
245,7,1035,50,953
245,8,1058,50,1111
245,9,1079,50,1253
245,10,1098,50,1296
245,11,1129,50,1305
245,12,1141,50,1329
245,13,1150,50,1365
245,14,1158,50,1382
245,15,1163,50,1336
245,16,1166,50,1341
245,17,1167,50,1347
245,18,1167,50,1317
245,19,1167,50,1322
246,0,808,50,2927
246,1,847,50,3064
246,2,885,50,3245
246,3,919,50,3312
246,4,952,50,3351
246,5,982,50,3411
246,6,1010,50,3495
246,7,1036,50,3567
246,8,1059,50,3572
246,9,1080,50,3678
246,10,1099,50,3765
246,11,1116,50,3781
246,12,1130,50,3784
246,13,1142,50,3707
246,14,1152,50,3675
246,15,1159,50,3689
246,16,1164,50,3672
246,17,1167,50,3675
246,18,1167,50,3640
246,19,1167,50,3678
247,0,822,50,1249
247,1,860,50,1112
247,2,896,50,972
247,3,930,50,1090
247,4,961,50,1178
247,5,991,50,1383
247,6,1018,50,1559
247,7,1043,50,1703
247,8,1065,50,1671
247,9,1086,50,1762
247,10,1104,50,1846
247,11,1119,50,2024
247,12,1133,50,2210
247,13,1144,50,2558
247,14,1153,50,2820
247,15,1160,50,2775
247,16,1164,50,2738
247,17,1166,50,2646
247,18,1167,50,2572
247,19,1167,50,2578
248,0,823,50,1396
248,1,863,50,1492
248,2,901,50,1629
248,3,936,50,1711
248,4,969,50,1817
248,5,999,50,1951
248,6,1026,50,2002
248,7,1052,50,2024
248,8,1074,50,2149
248,9,1095,50,2256
248,10,1112,50,2302
248,11,1128,50,2394
248,12,1140,50,2514
248,13,1151,50,2559
248,14,1159,50,2786
248,15,1164,50,2935
248,16,1167,50,2987
248,17,1167,50,3000
248,18,1167,50,3108
248,19,1167,50,3174
249,0,821,50,1811
249,1,861,50,1860
249,2,898,50,2007
249,3,933,50,2108
249,4,966,50,2231
249,5,996,50,2360
249,6,1049,50,2367
249,7,1071,50,2468
249,8,1092,50,2557
249,9,1110,50,2586
249,10,1125,50,2600
249,11,1138,50,2590
249,12,1149,50,2546
249,13,1157,50,2478
249,14,1163,50,2515
249,15,1166,50,2479
249,16,1167,50,2466
249,17,1167,50,2398
249,18,1167,50,2400
249,19,1167,50,2369
250,0,837,51,1423
250,1,876,51,1483
250,2,913,51,1497
250,3,947,51,1617
250,4,979,51,1630
250,5,1008,51,1582
250,6,1035,51,1493
250,7,1060,51,1392
250,8,1081,51,1455
250,9,1101,51,1668
250,10,1118,51,1817
250,11,1132,51,2002
250,12,1153,51,2125
250,13,1160,51,2392
250,14,1165,51,2475
250,15,1167,51,2572
250,16,1167,51,2601
250,17,1167,51,2705
250,18,1167,51,2823
250,19,1167,51,2854
251,0,820,51,3105
251,1,860,51,3150
251,2,897,51,3185
251,3,964,51,3122
251,4,994,51,3120
251,5,1022,51,3095
251,6,1047,51,3152
251,7,1070,51,3203
251,8,1091,51,3083
251,9,1109,51,3037
251,10,1124,51,3071
251,11,1138,51,2982
251,12,1148,51,3025
251,13,1157,51,3020
251,14,1163,51,2964
251,15,1166,51,2961
251,16,1167,51,2918
251,17,1167,51,2945
251,18,1167,51,2924
251,19,1167,51,2937
252,0,839,51,326
252,1,875,51,362
252,2,910,51,506
252,3,943,51,588
252,4,1001,51,682
252,5,1027,51,897
252,6,1092,51,1662
252,7,1109,51,1868
252,8,1124,51,2235
252,9,1137,51,2647
252,10,1147,51,3007
252,11,1156,51,3157
252,12,1162,51,3111
252,13,1166,51,3081
252,14,1167,51,3095
252,15,1167,51,3115
252,16,1167,51,3023
252,17,1167,51,3018
252,18,1167,51,2990
252,19,1167,51,2855
253,0,832,51,1787
253,1,870,51,1884
253,2,906,51,1933
253,3,970,51,1971
253,4,999,51,2041
253,5,1026,51,2139
253,6,1051,51,2227
253,7,1073,51,2416
253,8,1092,51,2590
253,9,1110,51,2724
253,10,1125,51,2833
253,11,1138,51,2912
253,12,1148,51,2881
253,13,1156,51,2763
253,14,1162,51,2608
253,15,1166,51,2614
253,16,1167,51,2521
253,17,1167,51,2490
253,18,1167,51,2456
253,19,1167,51,2372
254,0,832,51,1761
254,1,872,51,2050
254,2,909,51,1985
254,3,944,51,1930
254,4,977,51,1986
254,5,1006,51,2156
254,6,1034,51,2379
254,7,1059,51,2506
254,8,1081,51,2759
254,9,1100,51,2924
254,10,1132,51,3109
254,11,1144,51,3425
254,12,1154,51,3524
254,13,1161,51,3608
254,14,1165,51,3625
254,15,1167,51,3616
254,16,1167,51,3639
254,17,1167,51,3573
254,18,1167,51,3530
254,19,1167,51,3449
255,0,833,52,847
255,1,870,52,1279
255,2,904,52,1591
255,3,937,52,1585
255,4,967,52,1554
255,5,995,52,1407
255,6,1021,52,1403
255,7,1046,52,1408
255,8,1067,52,1447
255,9,1087,52,1489
255,10,1105,52,1520
255,11,1120,52,1564
255,12,1133,52,1606
255,13,1144,52,1666
255,14,1153,52,1700
255,15,1160,52,1690
255,16,1167,52,1714
255,17,1167,52,1735
255,18,1167,52,1711
255,19,1167,52,1734
256,0,835,52,2474
256,1,873,52,2377
256,2,910,52,2387
256,3,944,52,2403
256,4,975,52,2431
256,5,1004,52,2524
256,6,1031,52,2588
256,7,1055,52,2715
256,8,1097,52,2765
256,9,1114,52,2823
256,10,1129,52,2815
256,11,1141,52,2836
256,12,1151,52,2808
256,13,1159,52,2793
256,14,1164,52,2725
256,15,1166,52,2652
256,16,1167,52,2592
256,17,1167,52,2668
256,18,1167,52,2563
256,19,1167,52,2587
257,0,832,52,1274
257,1,869,52,1228
257,2,904,52,1146
257,3,937,52,1051
257,4,968,52,1006
257,5,997,52,945
257,6,1023,52,883
257,7,1047,52,815
257,8,1069,52,782
257,9,1089,52,755
257,10,1106,52,785
257,11,1122,52,837
257,12,1135,52,921
257,13,1146,52,938
257,14,1161,52,932
257,15,1165,52,918
257,16,1167,52,928
257,17,1167,52,861
257,18,1167,52,833
257,19,1167,52,793
258,0,809,52,805
258,1,850,52,998
258,2,889,52,1050
258,3,925,52,1125
258,4,959,52,1131
258,5,990,52,1135
258,6,1019,52,1203
258,7,1045,52,1315
258,8,1089,52,1467
258,9,1108,52,1663
258,10,1124,52,1915
258,11,1137,52,2177
258,12,1148,52,2352
258,13,1157,52,2444
258,14,1163,52,2539
258,15,1166,52,2564
258,16,1167,52,2524
258,17,1167,52,2485
258,18,1167,52,2477
258,19,1167,52,2469
259,0,836,52,1864
259,1,876,52,1967
259,2,913,52,2049
259,3,947,52,2150
259,4,979,52,2258
259,5,1008,52,2386
259,6,1035,52,2724
259,7,1060,52,2906
259,8,1082,52,2998
259,9,1101,52,2954
259,10,1118,52,3035
259,11,1132,52,3052
259,12,1144,52,3103
259,13,1154,52,3068
259,14,1161,52,3103
259,15,1165,52,3039
259,16,1167,52,2979
259,17,1167,52,2991
259,18,1167,52,2934
259,19,1167,52,2935
260,0,840,53,1366
260,1,878,53,1363
260,2,913,53,1469
260,3,946,53,1577
260,4,977,53,1697
260,5,1006,53,1906
260,6,1032,53,1978
260,7,1056,53,2116
260,8,1077,53,2233
260,9,1097,53,2302
260,10,1114,53,2416
260,11,1128,53,2525
260,12,1140,53,2645
260,13,1150,53,2735
260,14,1158,53,2839
260,15,1163,53,2869
260,16,1166,53,2920
260,17,1167,53,2889
260,18,1167,53,2958
260,19,1167,53,2990
261,0,802,53,959
261,1,843,53,832
261,2,882,53,741
261,3,919,53,702
261,4,953,53,725
261,5,1013,53,785
261,6,1040,53,840
261,7,1064,53,860
261,8,1085,53,877
261,9,1104,53,971
261,10,1121,53,1128
261,11,1135,53,1340
261,12,1146,53,1635
261,13,1155,53,1866
261,14,1162,53,2240
261,15,1166,53,2526
261,16,1167,53,2968
261,17,1167,53,3282
261,18,1167,53,3442
261,19,1167,53,3603
262,0,821,53,2433
262,1,860,53,2514
262,2,896,53,2570
262,3,930,53,2591
262,4,962,53,2649
262,5,991,53,2656
262,6,1018,53,2827
262,7,1043,53,2812
262,8,1066,53,2910
262,9,1086,53,2943
262,10,1120,53,2946
262,11,1134,53,2933
262,12,1145,53,2998
262,13,1154,53,3053
262,14,1160,53,3090
262,15,1165,53,3035
262,16,1167,53,3120
262,17,1167,53,3136
262,18,1167,53,3100
262,19,1167,53,2991
263,0,820,53,2394
263,1,859,53,2531
263,2,895,53,2536
263,3,928,53,2633
263,4,960,53,2669
263,5,989,53,2752
263,6,1016,53,2861
263,7,1041,53,2927
263,8,1064,53,2972
263,9,1084,53,3023
263,10,1103,53,3164
263,11,1118,53,3168
263,12,1132,53,3210
263,13,1143,53,3216
263,14,1153,53,3246
263,15,1160,53,3233
263,16,1164,53,3295
263,17,1166,53,3261
263,18,1167,53,3215
263,19,1167,53,3176
264,0,822,53,647
264,1,861,53,645
264,2,898,53,627
264,3,933,53,624
264,4,965,53,636
264,5,995,53,656
264,6,1047,53,679
264,7,1070,53,690
264,8,1091,53,709
264,9,1108,53,716
264,10,1124,53,729
264,11,1137,53,720
264,12,1148,53,723
264,13,1156,53,724
264,14,1163,53,750
264,15,1166,53,773
264,16,1167,53,773
264,17,1167,53,796
264,18,1167,53,814
264,19,1167,53,821
265,0,840,54,2155
265,1,878,54,2162
265,2,915,54,2106
265,3,949,54,2117
265,4,980,54,2182
265,5,1009,54,2258
265,6,1036,54,2345
265,7,1060,54,2409
265,8,1101,54,2473
265,9,1118,54,2563
265,10,1132,54,2552
265,11,1144,54,2579
265,12,1153,54,2616
265,13,1160,54,2667
265,14,1165,54,2691
265,15,1167,54,2735
265,16,1167,54,2772
265,17,1167,54,2779
265,18,1167,54,2827
265,19,1167,54,2821
266,0,812,54,1688
266,1,888,54,1781
266,2,923,54,1974
266,3,955,54,2141
266,4,985,54,2150
266,5,1013,54,2201
266,6,1039,54,2172
266,7,1062,54,2142
266,8,1083,54,2171
266,9,1101,54,2166
266,10,1118,54,2155
266,11,1132,54,2230
266,12,1143,54,2220
266,13,1153,54,2226
266,14,1160,54,2254
266,15,1164,54,2254
266,16,1167,54,2241
266,17,1167,54,2182
266,18,1167,54,2148
266,19,1167,54,2149
267,0,838,54,672
267,1,875,54,674
267,2,909,54,630
267,3,942,54,558
267,4,972,54,489
267,5,1000,54,461
267,6,1026,54,461
267,7,1050,54,444
267,8,1072,54,440
267,9,1091,54,424
267,10,1108,54,411
267,11,1123,54,398
267,12,1136,54,387
267,13,1147,54,399
267,14,1155,54,407
267,15,1161,54,412
267,16,1165,54,424
267,17,1167,54,447
267,18,1167,54,437
267,19,1167,54,447
268,0,812,54,2598
268,1,852,54,2688
268,2,889,54,2741
268,3,923,54,2791
268,4,956,54,2834
268,5,986,54,2890
268,6,1014,54,2953
268,7,1039,54,3014
268,8,1062,54,3118
268,9,1083,54,3170
268,10,1102,54,3190
268,11,1118,54,3164
268,12,1132,54,3175
268,13,1144,54,3112
268,14,1153,54,3164
268,15,1160,54,3049
268,16,1167,54,3057
268,17,1167,54,3046
268,18,1167,54,2934
268,19,1167,54,2966
269,0,819,54,2204
269,1,858,54,2245
269,2,896,54,2239
269,3,931,54,2279
269,4,963,54,2358
269,5,993,54,2409
269,6,1021,54,2554
269,7,1046,54,2640
269,8,1069,54,2749
269,9,1090,54,2863
269,10,1123,54,2928
269,11,1137,54,2967
269,12,1148,54,3036
269,13,1156,54,2976
269,14,1162,54,3041
269,15,1166,54,2955
269,16,1167,54,2933
269,17,1167,54,2900
269,18,1167,54,2865
269,19,1167,54,2821
270,0,821,55,832
270,1,859,55,746
270,2,894,55,646
270,3,928,55,606
270,4,959,55,619
270,5,988,55,820
270,6,1040,55,1081
270,7,1063,55,1276
270,8,1083,55,1425
270,9,1101,55,1416
270,10,1117,55,1421
270,11,1131,55,1363
270,12,1143,55,1286
270,13,1152,55,1258
270,14,1159,55,1217
270,15,1164,55,1192
270,16,1167,55,1150
270,17,1167,55,1089
270,18,1167,55,1083
270,19,1167,55,1056
271,0,840,55,729
271,1,878,55,755
271,2,914,55,849
271,3,948,55,941
271,4,980,55,1069
271,5,1008,55,1237
271,6,1035,55,1375
271,7,1059,55,1531
271,8,1081,55,1658
271,9,1100,55,1761
271,10,1117,55,1715
271,11,1131,55,1690
271,12,1143,55,1624
271,13,1152,55,1591
271,14,1159,55,1554
271,15,1164,55,1495
271,16,1167,55,1480
271,17,1167,55,1463
271,18,1167,55,1442
271,19,1167,55,1456
272,0,834,55,2849
272,1,872,55,2950
272,2,908,55,3011
272,3,942,55,3046
272,4,973,55,3195
272,5,1002,55,3283
272,6,1053,55,3302
272,7,1075,55,3174
272,8,1095,55,3116
272,9,1112,55,3141
272,10,1127,55,3163
272,11,1140,55,3197
272,12,1150,55,3165
272,13,1158,55,3179
272,14,1163,55,3133
272,15,1166,55,3132
272,16,1167,55,3184
272,17,1167,55,3220
272,18,1167,55,3211
272,19,1167,55,3217
273,0,824,55,1105
273,1,863,55,1092
273,2,898,55,1213
273,3,932,55,1489
273,4,964,55,1519
273,5,993,55,1434
273,6,1020,55,1463
273,7,1045,55,1585
273,8,1067,55,1757
273,9,1087,55,1869
273,10,1105,55,1907
273,11,1121,55,1901
273,12,1134,55,1903
273,13,1145,55,1938
273,14,1154,55,1957
273,15,1160,55,1962
273,16,1165,55,1936
273,17,1166,55,1887
273,18,1167,55,1885
273,19,1167,55,1868
274,0,829,55,1159
274,1,867,55,1309
274,2,903,55,1499
274,3,936,55,1673
274,4,968,55,1843
274,5,997,55,2015
274,6,1024,55,2065
274,7,1048,55,2178
274,8,1070,55,2097
274,9,1090,55,2016
274,10,1123,55,1980
274,11,1137,55,1911
274,12,1147,55,1793
274,13,1156,55,1790
274,14,1162,55,1747
274,15,1166,55,1727
274,16,1167,55,1697
274,17,1167,55,1700
274,18,1167,55,1656
274,19,1167,55,1628
275,0,836,56,1570
275,1,874,56,1670
275,2,911,56,1775
275,3,944,56,1809
275,4,976,56,1844
275,5,1005,56,1896
275,6,1032,56,1874
275,7,1056,56,1898
275,8,1078,56,1902
275,9,1098,56,1877
275,10,1115,56,1907
275,11,1129,56,1906
275,12,1142,56,1850
275,13,1151,56,1891
275,14,1159,56,1918
275,15,1164,56,1839
275,16,1167,56,1811
275,17,1167,56,1765
275,18,1167,56,1721
275,19,1167,56,1685
276,0,824,56,957
276,1,864,56,884
276,2,900,56,969
276,3,935,56,1087
276,4,967,56,1160
276,5,997,56,1268
276,6,1024,56,1413
276,7,1049,56,1559
276,8,1072,56,1706
276,9,1092,56,1879
276,10,1110,56,2003
276,11,1125,56,2148
276,12,1138,56,2229
276,13,1157,56,2355
276,14,1163,56,2451
276,15,1166,56,2493
276,16,1167,56,2567
276,17,1167,56,2524
276,18,1167,56,2586
276,19,1167,56,2581
277,0,837,56,643
277,1,875,56,631
277,2,911,56,578
277,3,944,56,557
277,4,975,56,527
277,5,1003,56,575
277,6,1030,56,700
277,7,1054,56,932
277,8,1075,56,1232
277,9,1095,56,1357
277,10,1112,56,1340
277,11,1127,56,1386
277,12,1139,56,1439
277,13,1149,56,1492
277,14,1163,56,1585
277,15,1166,56,1560
277,16,1167,56,1623
277,17,1167,56,1653
277,18,1167,56,1684
277,19,1167,56,1706
278,0,818,56,1862
278,1,858,56,2084
278,2,895,56,2333
278,3,930,56,2463
278,4,963,56,2452
278,5,993,56,2426
278,6,1021,56,2436
278,7,1046,56,2490
278,8,1069,56,2566
278,9,1089,56,2585
278,10,1123,56,2641
278,11,1137,56,2716
278,12,1147,56,2654
278,13,1156,56,2667
278,14,1162,56,2711
278,15,1166,56,2819
278,16,1167,56,2681
278,17,1167,56,2723
278,18,1167,56,2694
278,19,1167,56,2690
279,0,830,56,559
279,1,867,56,505
279,2,901,56,439
279,3,934,56,408
279,4,964,56,378
279,5,993,56,364
279,6,1019,56,436
279,7,1043,56,522
279,8,1065,56,655
279,9,1085,56,771
279,10,1103,56,775
279,11,1132,56,780
279,12,1143,56,814
279,13,1153,56,867
279,14,1159,56,880
279,15,1164,56,921
279,16,1167,56,951
279,17,1167,56,974
279,18,1167,56,998
279,19,1167,56,1064
280,0,803,57,2007
280,1,843,57,1832
280,2,881,57,1710
280,3,916,57,1684
280,4,949,57,1768
280,5,980,57,1876
280,6,1009,57,2048
280,7,1035,57,2275
280,8,1058,57,2400
280,9,1080,57,2439
280,10,1099,57,2437
280,11,1116,57,2389
280,12,1130,57,2356
280,13,1142,57,2366
280,14,1152,57,2378
280,15,1159,57,2345
280,16,1164,57,2283
280,17,1167,57,2237
280,18,1167,57,2255
280,19,1167,57,2247
281,0,813,57,2535
281,1,854,57,2647
281,2,892,57,2749
281,3,928,57,2705
281,4,961,57,2712
281,5,991,57,2756
281,6,1020,57,2801
281,7,1046,57,2814
281,8,1069,57,2804
281,9,1090,57,2813
281,10,1108,57,2833
281,11,1124,57,2864
281,12,1137,57,2856
281,13,1148,57,2875
281,14,1157,57,2875
281,15,1166,57,2899
281,16,1167,57,2911
281,17,1167,57,2901
281,18,1167,57,2904
281,19,1167,57,2968
282,0,855,57,1938
282,1,892,57,1887
282,2,927,57,1822
282,3,960,57,1780
282,4,990,57,1819
282,5,1018,57,1851
282,6,1043,57,1932
282,7,1066,57,2054
282,8,1087,57,2142
282,9,1105,57,2282
282,10,1121,57,2336
282,11,1135,57,2355
282,12,1146,57,2433
282,13,1155,57,2471
282,14,1161,57,2468
282,15,1165,57,2480
282,16,1167,57,2495
282,17,1167,57,2566
282,18,1167,57,2535
282,19,1167,57,2525
283,0,808,57,749
283,1,881,57,735
283,2,915,57,724
283,3,947,57,674
283,4,977,57,702
283,5,1004,57,685
283,6,1030,57,674
283,7,1053,57,672
283,8,1074,57,714
283,9,1093,57,784
283,10,1110,57,884
283,11,1124,57,988
283,12,1137,57,991
283,13,1147,57,1012
283,14,1156,57,1006
283,15,1162,57,997
283,16,1165,57,969
283,17,1167,57,929
283,18,1167,57,915
283,19,1167,57,882
284,0,871,57,1706
284,1,908,57,1654
284,2,942,57,1378
284,3,974,57,1126
284,4,1004,57,1133
284,5,1031,57,1392
284,6,1056,57,1751
284,7,1078,57,1949
284,8,1098,57,2111
284,9,1115,57,2244
284,10,1130,57,2409
284,11,1142,57,2622
284,12,1152,57,2733
284,13,1160,57,2823
284,14,1164,57,2920
284,15,1167,57,2953
284,16,1167,57,3041
284,17,1167,57,3027
284,18,1167,57,3073
284,19,1167,57,3043
285,0,814,58,2240
285,1,853,58,2290
285,2,890,58,2310
285,3,924,58,2456
285,4,956,58,2526
285,5,986,58,2645
285,6,1039,58,2707
285,7,1062,58,2862
285,8,1082,58,2846
285,9,1101,58,2921
285,10,1117,58,2886
285,11,1131,58,2930
285,12,1143,58,2955
285,13,1152,58,2985
285,14,1159,58,2991
285,15,1164,58,2927
285,16,1167,58,2961
285,17,1167,58,2911
285,18,1167,58,2911
285,19,1167,58,2922
286,0,839,58,456
286,1,912,58,380
286,2,945,58,336
286,3,976,58,289
286,4,1004,58,265
286,5,1030,58,256
286,6,1054,58,261
286,7,1076,58,278
286,8,1095,58,302
286,9,1112,58,341
286,10,1127,58,369
286,11,1139,58,361
286,12,1150,58,335
286,13,1157,58,333
286,14,1163,58,349
286,15,1166,58,356
286,16,1167,58,357
286,17,1167,58,369
286,18,1167,58,384
286,19,1167,58,385
287,0,812,58,1687
287,1,852,58,1855
287,2,890,58,1838
287,3,925,58,1725
287,4,989,58,1595
287,5,1017,58,1603
287,6,1043,58,1824
287,7,1066,58,1900
287,8,1087,58,2009
287,9,1106,58,2143
287,10,1122,58,2248
287,11,1136,58,2366
287,12,1147,58,2572
287,13,1155,58,2724
287,14,1162,58,2797
287,15,1166,58,2874
287,16,1167,58,2990
287,17,1167,58,2982
287,18,1167,58,2985
287,19,1167,58,2905
288,0,830,58,2044
288,1,868,58,2149
288,2,903,58,2203
288,3,967,58,2277
288,4,996,58,2254
288,5,1023,58,2221
288,6,1047,58,2175
288,7,1069,58,2064
288,8,1089,58,1950
288,9,1106,58,1945
288,10,1122,58,1991
288,11,1135,58,2034
288,12,1146,58,2074
288,13,1154,58,2111
288,14,1161,58,2137
288,15,1165,58,2122
288,16,1167,58,2155
288,17,1167,58,2143
288,18,1167,58,2141
288,19,1167,58,2106
289,0,830,58,2571
289,1,870,58,2664
289,2,908,58,2764
289,3,943,58,2665
289,4,975,58,2711
289,5,1005,58,2699
289,6,1032,58,2767
289,7,1057,58,2804
289,8,1079,58,2843
289,9,1099,58,2855
289,10,1117,58,2878
289,11,1131,58,2887
289,12,1143,58,2903
289,13,1153,58,2875
289,14,1160,58,2866
289,15,1165,58,2872
289,16,1167,58,2955
289,17,1167,58,2916
289,18,1167,58,2917
289,19,1167,58,2923
290,0,828,59,1907
290,1,867,59,2034
290,2,904,59,2009
290,3,938,59,2052
290,4,970,59,2110
290,5,1000,59,2259
290,6,1027,59,2371
290,7,1052,59,2407
290,8,1094,59,2439
290,9,1112,59,2421
290,10,1127,59,2447
290,11,1140,59,2500
290,12,1150,59,2503
290,13,1158,59,2471
290,14,1163,59,2454
290,15,1166,59,2512
290,16,1167,59,2479
290,17,1167,59,2497
290,18,1167,59,2508
290,19,1167,59,2511
291,0,839,59,2407
291,1,877,59,2444
291,2,913,59,2458
291,3,947,59,2490
291,4,978,59,2513
291,5,1007,59,2602
291,6,1033,59,2670
291,7,1057,59,2737
291,8,1079,59,2796
291,9,1099,59,2771
291,10,1116,59,2827
291,11,1130,59,2748
291,12,1152,59,2765
291,13,1159,59,2795
291,14,1164,59,2786
291,15,1167,59,2793
291,16,1167,59,2810
291,17,1167,59,2863
291,18,1167,59,2867
291,19,1167,59,2861
292,0,858,59,2022
292,1,896,59,2276
292,2,931,59,2290
292,3,964,59,2274
292,4,995,59,2428
292,5,1022,59,2651
292,6,1048,59,2782
292,7,1071,59,2928
292,8,1091,59,3044
292,9,1109,59,3106
292,10,1125,59,3074
292,11,1138,59,3085
292,12,1149,59,3115
292,13,1157,59,3093
292,14,1163,59,3085
292,15,1166,59,3091
292,16,1167,59,3101
292,17,1167,59,2993
292,18,1167,59,3016
292,19,1167,59,2988
293,0,805,59,2111
293,1,846,59,2167
293,2,884,59,2270
293,3,920,59,2378
293,4,954,59,2440
293,5,985,59,2529
293,6,1013,59,2654
293,7,1040,59,2791
293,8,1063,59,2870
293,9,1104,59,3019
293,10,1120,59,3099
293,11,1134,59,3116
293,12,1146,59,3151
293,13,1155,59,3148
293,14,1161,59,3072
293,15,1165,59,3091
293,16,1167,59,3093
293,17,1167,59,3132
293,18,1167,59,3141
293,19,1167,59,3083
294,0,837,59,807
294,1,874,59,822
294,2,909,59,798
294,3,942,59,844
294,4,973,59,895
294,5,1002,59,964
294,6,1028,59,939
294,7,1052,59,826
294,8,1074,59,788
294,9,1093,59,806
294,10,1111,59,835
294,11,1156,59,1036
294,12,1162,59,1066
294,13,1166,59,1102
294,14,1167,59,1093
294,15,1167,59,1078
294,16,1167,59,1013
294,17,1167,59,932
294,18,1167,59,873
294,19,1167,59,818
295,0,823,60,1661
295,1,862,60,1951
295,2,898,60,2174
295,3,931,60,2342
295,4,963,60,2337
295,5,992,60,2279
295,6,1019,60,2319
295,7,1044,60,2195
295,8,1066,60,2142
295,9,1087,60,2136
295,10,1120,60,2134
295,11,1134,60,2203
295,12,1145,60,2223
295,13,1154,60,2209
295,14,1160,60,2240
295,15,1165,60,2273
295,16,1167,60,2213
295,17,1167,60,2219
295,18,1167,60,2100
295,19,1167,60,2063
296,0,821,60,1314
296,1,861,60,1347
296,2,898,60,1337
296,3,933,60,1287
296,4,966,60,1204
296,5,996,60,1243
296,6,1023,60,1271
296,7,1048,60,1386
296,8,1071,60,1487
296,9,1092,60,1604
296,10,1110,60,1665
296,11,1125,60,1753
296,12,1138,60,1806
296,13,1149,60,1819
296,14,1157,60,1824
296,15,1163,60,1820
296,16,1166,60,1808
296,17,1167,60,1813
296,18,1167,60,1804
296,19,1167,60,1755
297,0,811,60,2413
297,1,851,60,2606
297,2,888,60,2594
297,3,923,60,2646
297,4,956,60,2685
297,5,986,60,2714
297,6,1014,60,2745
297,7,1040,60,2733
297,8,1063,60,2701
297,9,1084,60,2681
297,10,1103,60,2675
297,11,1119,60,2662
297,12,1133,60,2687
297,13,1144,60,2688
297,14,1153,60,2682
297,15,1160,60,2690
297,16,1165,60,2693
297,17,1167,60,2747
297,18,1167,60,2771
297,19,1167,60,2844
298,0,806,60,2420
298,1,846,60,2466
298,2,883,60,2613
298,3,918,60,2685
298,4,982,60,2877
298,5,1010,60,2970
298,6,1036,60,3114
298,7,1059,60,3055
298,8,1081,60,3142
298,9,1100,60,3187
298,10,1116,60,3199
298,11,1130,60,3110
298,12,1142,60,3112
298,13,1152,60,3067
298,14,1159,60,2989
298,15,1164,60,2932
298,16,1167,60,2897
298,17,1167,60,2837
298,18,1167,60,2819
298,19,1167,60,2806
299,0,807,60,814
299,1,845,60,814
299,2,915,60,858
299,3,947,60,878
299,4,977,60,908
299,5,1005,60,892
299,6,1030,60,891
299,7,1054,60,945
299,8,1075,60,909
299,9,1094,60,873
299,10,1111,60,872
299,11,1125,60,835
299,12,1138,60,861
299,13,1148,60,903
299,14,1156,60,946
299,15,1162,60,959
299,16,1165,60,947
299,17,1167,60,951
299,18,1167,60,915
299,19,1167,60,865
300,0,824,61,2027
300,1,863,61,2006
300,2,899,61,1978
300,3,933,61,1980
300,4,965,61,2069
300,5,994,61,2141
300,6,1022,61,2172
300,7,1046,61,2300
300,8,1069,61,2302
300,9,1089,61,2313
300,10,1123,61,2404
300,11,1136,61,2439
300,12,1147,61,2478
300,13,1155,61,2623
300,14,1161,61,2631
300,15,1165,61,2674
300,16,1167,61,2615
300,17,1167,61,2651
300,18,1167,61,2668
300,19,1167,61,2662
